CrimeDate,CrimeCode,Location,Description,Weapon,District,Neighborhood
5/28/2013,6J,5500 ODONNELL ST,LARCENY,,SOUTHEASTERN,Medford
5/28/2013,6J,400 BRUNSWICK ST,LARCENY,,SOUTHWESTERN,Millhill
5/28/2013,6E,3600 HAMILTON AV,LARCENY,,NORTHEASTERN,Waltherson
5/28/2013,6C,5700 WABASH AV,LARCENY,,NORTHWESTERN,Seton Business Park
5/28/2013,6J,500 E 38TH ST,LARCENY,,NORTHERN,Waverly
5/28/2013,6B,2900 E FAYETTE ST,LARCENY,,SOUTHEASTERN,Ellwood Park/Monument
5/28/2013,6G,1000 E 33RD ST,LARCENY,,NORTHEASTERN,Better Waverly
5/28/2013,6J,5000 TRUESDALE AV,LARCENY,,NORTHEASTERN,Frankford
5/28/2013,6G,200 E PRATT ST,LARCENY,,CENTRAL,Inner Harbor
5/28/2013,6G,400 ELRINO ST,LARCENY,,SOUTHEASTERN,Bayview
5/28/2013,6G,3200 E FAYETTE ST,LARCENY,,SOUTHEASTERN,Ellwood Park/Monument
5/28/2013,6G,4300 10TH ST,LARCENY,,SOUTHERN,Brooklyn
5/28/2013,6G,3300 CARLISLE AV,LARCENY,,NORTHWESTERN,Hanlon-Longwood
5/28/2013,6C,300 W LEXINGTON ST,LARCENY,,CENTRAL,Downtown
5/28/2013,6C,100 S BROADWAY,LARCENY,,SOUTHEASTERN,Washington Hill
5/28/2013,6G,200 PONTIAC AV,LARCENY,,SOUTHERN,Brooklyn
5/28/2013,6G,4000 ALTO RD,LARCENY,,NORTHWESTERN,Windsor Hills
5/28/2013,6G,4800 PIMLICO RD,LARCENY,,NORTHWESTERN,Cylburn
5/28/2013,6G,1000 N GILMOR ST,LARCENY,,WESTERN,Sandtown-Winchester
5/28/2013,6G,200 PONTIAC AVE,LARCENY,,SOUTHERN,Brooklyn
5/28/2013,6G,1900 N PAYSON ST,LARCENY,,WESTERN,Mondawmin
5/28/2013,6G,1200 LINWORTH AV,LARCENY,,NORTHEASTERN,New Northwood
5/28/2013,6J,2200 EUTAW PL,LARCENY,,CENTRAL,Reservoir Hill
5/28/2013,6G,500 N CHARLES ST,LARCENY,,CENTRAL,Mount Vernon
5/28/2013,6J,3900 KENYON AV,LARCENY,,NORTHEASTERN,Belair-Edison
5/28/2013,6G,2900 BAYONNE AV,LARCENY,,NORTHEASTERN,Hamilton Hills
5/28/2013,6G,4100 MARIBAN CT,LARCENY,,SOUTHERN,Brooklyn
5/28/2013,6J,3400 KENTUCKY AV,LARCENY,,NORTHEASTERN,Belair-Edison
5/28/2013,6J,900 W LAKE AV,LARCENY,,NORTHERN,North Roland Park/Poplar
5/28/2013,6J,2500 RIGGS AV,LARCENY,,WESTERN,Bridgeview/Greenlawn
5/27/2013,6G,2500 FLEET ST,LARCENY,,SOUTHEASTERN,Canton
5/27/2013,6B,3300 E LOMBARD ST,LARCENY,,SOUTHEASTERN,Patterson Park Neighborho
5/27/2013,6E,6400 HARFORD RD,LARCENY,,NORTHEASTERN,Westfield
5/27/2013,6G,500 S DECKER AV,LARCENY,,SOUTHEASTERN,Canton
5/27/2013,6J,2400 WILKENS AVE,LARCENY,,SOUTHWESTERN,Millhill
5/27/2013,6J,1400 MORLING AV,LARCENY,,NORTHERN,Hampden
5/27/2013,6E,5600 SINCLAIR LA,LARCENY,,NORTHEASTERN,Frankford
5/27/2013,6J,1300 S HANOVER ST,LARCENY,,SOUTHERN,South Baltimore
5/27/2013,6G,600 WYANOKE AV,LARCENY,,NORTHERN,Pen Lucy
5/27/2013,6C,3400 CLIFTON AV,LARCENY,,SOUTHWESTERN,Mount Holly
5/27/2013,6G,2400 LIBERTY HGTS AV,LARCENY,,WESTERN,Mondawmin
5/27/2013,6C,2400 FREDERICK AV,LARCENY,,SOUTHWESTERN,Millhill
5/27/2013,6C,2400 N CHARLES ST,LARCENY,,NORTHERN,Old Goucher
5/27/2013,6G,400 FONTHILL AV,LARCENY,,SOUTHWESTERN,Gwynns Falls
5/27/2013,6E,500 S CATON AV,LARCENY,,SOUTHWESTERN,Irvington
5/27/2013,6E,2600 W PATAPSCO AV,LARCENY,,SOUTHERN,Lakeland
5/27/2013,6C,2400 N CHARLES ST,LARCENY,,NORTHERN,Old Goucher
5/27/2013,6G,1800 W BALTIMORE ST,LARCENY,,WESTERN,Franklin Square
5/27/2013,6J,2600 ULMAN AV,LARCENY,,NORTHWESTERN,Park Circle
5/27/2013,6C,0 LIGHT ST,LARCENY,,CENTRAL,Downtown
5/27/2013,6J,4600 PARK HEIGHTS AV,LARCENY,,NORTHWESTERN,Central Park Heights
5/27/2013,6G,2800 MILES AV,LARCENY,,NORTHERN,Remington
5/27/2013,6C,2500 N CHARLES ST,LARCENY,,NORTHERN,Charles Village
5/27/2013,6C,1400 N MONROE ST,LARCENY,,WESTERN,Bridgeview/Greenlawn
5/27/2013,6F,300 S PRESIDENT ST,LARCENY,,SOUTHEASTERN,Little Italy
5/27/2013,6C,5700 WABASH AV,LARCENY,,NORTHWESTERN,Seton Business Park
5/27/2013,6G,2600 GREENMOUNT AV,LARCENY,,NORTHERN,Better Waverly
5/27/2013,6E,1300 BANK ST,LARCENY,,SOUTHEASTERN,Little Italy
5/27/2013,6J,400 S GRUNDY ST,LARCENY,,SOUTHEASTERN,Highlandtown
5/27/2013,6G,5800 BELAIR RD,LARCENY,,NORTHEASTERN,Glenham-Belhar
5/26/2013,6G,1100 W NORTHERN PW,LARCENY,,NORTHERN,North Roland Park/Poplar
5/26/2013,6B,100 HOPKINS PL,LARCENY,,CENTRAL,Downtown West
5/26/2013,6E,3800 FORDLEIGH RD,LARCENY,,NORTHWESTERN,Glen
5/26/2013,6G,1000 TUNBRIDGE RD,LARCENY,,NORTHERN,Cameron Village
5/26/2013,6E,2300 EVERGREEN ST,LARCENY,,WESTERN,Panway/Braddish Avenue
5/26/2013,6C,3800 EASTERN AV,LARCENY,,SOUTHEASTERN,Highlandtown
5/26/2013,6G,300 S MADEIRA ST,LARCENY,,SOUTHEASTERN,Upper Fells Point
5/26/2013,6G,4300 MAINE AV,LARCENY,,NORTHWESTERN,Central Forest Park
5/26/2013,6B,2600 E BALTIMORE ST,LARCENY,,SOUTHEASTERN,Patterson Park Neighborho
5/26/2013,6J,600 LAURENS ST,LARCENY,,CENTRAL,Upton
5/26/2013,6C,2600 BOSTON ST,LARCENY,,SOUTHEASTERN,Canton
5/26/2013,6E,5800 WELBOURNE RD,LARCENY,,NORTHEASTERN,Loch Raven
5/26/2013,6G,1800 AISQUITH ST,LARCENY,,EASTERN,Oliver
5/26/2013,6J,1000 W CROSS ST,LARCENY,,SOUTHERN,Washington Village/Pigtow
5/26/2013,6C,600 E 33RD ST,LARCENY,,NORTHERN,Better Waverly
5/26/2013,6J,MLK JR BD & W FAYETTE ST,LARCENY,,CENTRAL,Poppleton
5/26/2013,6C,200 S BROADWAY,LARCENY,,SOUTHEASTERN,Fells Point
5/26/2013,6C,6600 REISTERSTOWN RD,LARCENY,,NORTHWESTERN,Reisterstown Station
5/26/2013,6J,1500 PENNSYLVANIA AV,LARCENY,,CENTRAL,Upton
5/26/2013,6C,3700 FLEET ST,LARCENY,,SOUTHEASTERN,Brewers Hill
5/26/2013,6C,6300 EASTERN AV,LARCENY,,SOUTHEASTERN,Pulaski Industrial Area
5/26/2013,6C,2500 GREENMOUNT AV,LARCENY,,NORTHERN,Better Waverly
5/26/2013,6J,2400 BARCLAY ST,LARCENY,,EASTERN,Barclay
5/26/2013,6J,1000 W CROSS ST,LARCENY,,SOUTHERN,Washington Village/Pigtow
5/26/2013,6E,6000 HARFORD RD,LARCENY,,NORTHEASTERN,Westfield
5/26/2013,6E,1800 ORLEANS ST,LARCENY,,EASTERN,Dunbar-Broadway
5/26/2013,6C,6000 HARFORD RD,LARCENY,,NORTHEASTERN,Westfield
5/26/2013,6G,0 W EAGER ST,LARCENY,,CENTRAL,Mid-Town Belvedere
5/26/2013,6G,0 W NORTH AV,LARCENY,,CENTRAL,Charles North
5/25/2013,6B,2500 E MADISON ST,LARCENY,,EASTERN,Milton-Montford
5/25/2013,6E,1800 N CAREY ST,LARCENY,,WESTERN,Sandtown-Winchester
5/25/2013,6E,3000 SHANNON DR,LARCENY,,NORTHEASTERN,Belair-Edison
5/25/2013,6C,5600 THE ALAMEDA,LARCENY,,NORTHERN,Glen Oaks
5/25/2013,6E,3100 CHESTERFIELD AV,LARCENY,,NORTHEASTERN,Belair-Edison
5/25/2013,6E,3000 BAKER ST,LARCENY,,SOUTHWESTERN,Rosemont
5/25/2013,6C,3900 E LOMBARD ST,LARCENY,,SOUTHEASTERN,Baltimore Highlands
5/25/2013,6F,100 N DECKER AV,LARCENY,,SOUTHEASTERN,Patterson Park Neighborho
5/25/2013,6E,2500 FRANCIS ST,LARCENY,,WESTERN,Penn North
5/25/2013,6C,600 E 33RD ST,LARCENY,,NORTHERN,Better Waverly
5/25/2013,6C,2400 BELAIR RD,LARCENY,,NORTHEASTERN,Belair-Edison
5/25/2013,6C,200 MCMECHEN ST,LARCENY,,CENTRAL,Bolton Hill
5/25/2013,6E,3900 ANNELLEN RD,LARCENY,,NORTHWESTERN,East Arlington
5/25/2013,6C,5300 YORK RD,LARCENY,,NORTHERN,Woodbourne-McCabe
5/25/2013,6C,5600 THE ALAMEDA,LARCENY,,NORTHERN,Glen Oaks
5/25/2013,6E,2400 PICKERING DR,LARCENY,,NORTHEASTERN,Hamilton Hills
5/25/2013,6J,500 N KENWOOD AV,LARCENY,,SOUTHEASTERN,McElderry Park
5/25/2013,6J,5200 W NORTH AV,LARCENY,,SOUTHWESTERN,Franklintown
5/25/2013,6J,5600 REISTERSTOWN RD,LARCENY,,NORTHWESTERN,Reisterstown Station
5/25/2013,6J,5500 RITTER AV,LARCENY,,NORTHEASTERN,Frankford
5/25/2013,6C,2500 PENNSYLVANIA AV,LARCENY,,WESTERN,Penn North
5/25/2013,6C,1800 WASHINGTON BD,LARCENY,,SOUTHERN,Carroll - Camden Industri
5/25/2013,6J,0 S ARLINGTON AV,LARCENY,,SOUTHERN,Hollins Market
5/25/2013,6C,5600 THE ALAMEDA,LARCENY,,NORTHERN,Glen Oaks
5/25/2013,6G,5000 FRANKFORD AV,LARCENY,,NORTHEASTERN,Frankford
5/25/2013,6J,4800 GREENCREST RD,LARCENY,,NORTHEASTERN,Frankford
5/25/2013,6C,1700 E NORTHERN PW,LARCENY,,NORTHEASTERN,Loch Raven
5/25/2013,6C,3400 CLIFTON AV,LARCENY,,SOUTHWESTERN,Mount Holly
5/25/2013,6E,1400 EASTERN AV,LARCENY,,SOUTHEASTERN,Fells Point
5/25/2013,6G,2100 AIKEN ST,LARCENY,,EASTERN,East Baltimore Midway
5/25/2013,6A,0 W PRATT ST,LARCENY,,CENTRAL,Downtown West
5/25/2013,6J,1500 W MOUNT ROYAL AV,LARCENY,,CENTRAL,Bolton Hill
5/25/2013,6G,2300 MADISON AV,LARCENY,,CENTRAL,Reservoir Hill
5/25/2013,6J,1000 HOLLINS ST,LARCENY,,SOUTHERN,Hollins Market
5/25/2013,6J,6200 BROWN AV,LARCENY,,SOUTHEASTERN,Broening Manor
5/25/2013,6G,200 S WOLFE ST,LARCENY,,SOUTHEASTERN,Upper Fells Point
5/25/2013,6C,2400 N CHARLES ST,LARCENY,,NORTHERN,Old Goucher
5/25/2013,6C,3800 E LOMBARD ST,LARCENY,,SOUTHEASTERN,Baltimore Highlands
5/25/2013,6L,1800 MANSION HOUSE DR,LARCENY,,NORTHERN,Druid Hill Park
5/25/2013,6C,200 S BROADWAY,LARCENY,,SOUTHEASTERN,Fells Point
5/25/2013,6G,200 E NORTH AV,LARCENY,,EASTERN,Barclay
5/25/2013,6E,4100 W NORTHERN PW,LARCENY,,NORTHWESTERN,Woodmere
5/25/2013,6E,4000 WILSBY AV,LARCENY,,NORTHERN,Pen Lucy
5/25/2013,6G,400 S HIGHLAND AV,LARCENY,,SOUTHEASTERN,Highlandtown
5/25/2013,6G,1200 COMET MEWS,LARCENY,,SOUTHEASTERN,Pleasant View Gardens
5/25/2013,6G,1800 WASHINGTON BD,LARCENY,,SOUTHERN,Carroll - Camden Industri
5/25/2013,6J,500 E FAYETTE ST,LARCENY,,CENTRAL,Downtown
5/24/2013,6E,1000 DRUID HILL AV,LARCENY,,CENTRAL,Upton
5/24/2013,6F,1600 E BIDDLE ST,LARCENY,,EASTERN,Gay Street
5/24/2013,6B,2500 PENNSYLVANIA AV,LARCENY,,WESTERN,Penn North
5/24/2013,6C,2400 FREDERICK AV,LARCENY,,SOUTHWESTERN,Millhill
5/24/2013,6B,200 N MILTON AVE,LARCENY,,SOUTHEASTERN,Patterson Place
5/24/2013,6E,5100 ELMER AV,LARCENY,,NORTHWESTERN,Central Park Heights
5/24/2013,6E,0 HILLSIDE RD,LARCENY,,NORTHERN,Roland Park
5/24/2013,6G,3400 PIEDMONT AV,LARCENY,,NORTHWESTERN,Hanlon-Longwood
5/24/2013,6C,200 E PRATT ST,LARCENY,,CENTRAL,Inner Harbor
5/24/2013,6F,3100 E BALTIMORE ST,LARCENY,,SOUTHEASTERN,Patterson Park Neighborho
5/24/2013,6J,600 WYETH ST,LARCENY,,SOUTHERN,Washington Village/Pigtow
5/24/2013,6G,2300 MCCULLOH ST,LARCENY,,WESTERN,Reservoir Hill
5/24/2013,6J,WYNDHOLME CR,LARCENY,,SOUTHWESTERN,Beechfield
5/24/2013,6G,500 W UNIVERSITY PW,LARCENY,,NORTHERN,Roland Park
5/24/2013,6C,600 E 33RD ST,LARCENY,,NORTHERN,Better Waverly
5/24/2013,6C,2900 GREENMOUNT AV,LARCENY,,NORTHERN,Abell
5/24/2013,6C,2400 N CHARLES ST,LARCENY,,NORTHERN,Old Goucher
5/24/2013,6B,200 W FAYETTE ST,LARCENY,,CENTRAL,Downtown
5/24/2013,6C,3100 W NORTH AV,LARCENY,,SOUTHWESTERN,Northwest Community Actio
5/24/2013,6C,2400 FREDERICK AV,LARCENY,,SOUTHWESTERN,Millhill
5/24/2013,6E,2300 MOSHER ST,LARCENY,,WESTERN,Bridgeview/Greenlawn
5/24/2013,6G,1500 HARLEM AV,LARCENY,,WESTERN,Harlem Park
5/24/2013,6J,1400 MORLING AV,LARCENY,,NORTHERN,Hampden
5/24/2013,6G,2900 E BALTIMORE ST,LARCENY,,SOUTHEASTERN,Patterson Park Neighborho
5/24/2013,6G,1500 COX ST,LARCENY,,NORTHERN,Hampden
5/24/2013,6A,3800 W BELVEDERE AV,LARCENY,,NORTHWESTERN,Arlington
5/24/2013,6G,1500 HARLEM AVE,LARCENY,,WESTERN,Harlem Park
5/24/2013,6E,2600 E MONUMENT ST,LARCENY,,EASTERN,McElderry Park
5/24/2013,6E,4100 W NORTHERN PW,LARCENY,,NORTHWESTERN,Woodmere
5/24/2013,6G,200 EAST ST,LARCENY,,SOUTHEASTERN,Pleasant View Gardens
5/24/2013,6B,500 E NORTHERN PW,LARCENY,,NORTHERN,Evesham Park
5/24/2013,6J,1900 EDGEWOOD ST,LARCENY,,SOUTHWESTERN,Fairmont
5/24/2013,6G,4100 OLD YORK RD,LARCENY,,NORTHERN,Pen Lucy
5/24/2013,6B,5700 LOCH RAVEN BD,LARCENY,,NORTHEASTERN,Ramblewood
5/24/2013,6C,2500 LIBERTY HGTS AV,LARCENY,,NORTHWESTERN,Liberty Square
5/24/2013,6G,4300 10TH ST,LARCENY,,SOUTHERN,Brooklyn
5/24/2013,6C,400 E BALTIMORE ST,LARCENY,,CENTRAL,Downtown
5/24/2013,6G,900 N BROADWAY,LARCENY,,EASTERN,Middle East
5/23/2013,6E,2400 WINCHESTER ST,LARCENY,,WESTERN,Bridgeview/Greenlawn
5/23/2013,6B,200 N AMITY ST,LARCENY,,WESTERN,Poppleton
5/23/2013,6E,3500 FERNHILL AV,LARCENY,,NORTHWESTERN,Dolfield
5/23/2013,6J,4100 FERNHILL AV,LARCENY,,NORTHWESTERN,West Arlington
5/23/2013,6C,2500 N CHARLES ST,LARCENY,,NORTHERN,Charles Village
5/23/2013,6J,3000 CRESMONT AV,LARCENY,,NORTHERN,Remington
5/23/2013,6C,1500 RUSSELL ST,LARCENY,,SOUTHERN,Carroll - Camden Industri
5/23/2013,6E,1500 ELMTREE ST,LARCENY,,SOUTHERN,Curtis Bay
5/23/2013,6J,400 N ROSE ST,LARCENY,,SOUTHEASTERN,McElderry Park
5/23/2013,6G,700 DRUID PK LAKE DR,LARCENY,,NORTHERN,Reservoir Hill
5/23/2013,6J,3800 BELAIR RD,LARCENY,,NORTHEASTERN,Herring Run Park
5/23/2013,6E,5300 PEMBROKE AV,LARCENY,,NORTHEASTERN,Waltherson
5/23/2013,6C,2400 N CHARLES ST,LARCENY,,NORTHERN,Old Goucher
5/23/2013,6J,1500 S HANOVER ST,LARCENY,,SOUTHERN,South Baltimore
5/23/2013,6B,0 S CHARLES ST,LARCENY,,CENTRAL,Downtown
5/23/2013,6C,CHARLES ST & W 25TH ST,LARCENY,,NORTHERN,Charles Village
5/23/2013,6C,3800 E LOMBARD ST,LARCENY,,SOUTHEASTERN,Baltimore Highlands
5/23/2013,6J,4900 LASALLE AV,LARCENY,,NORTHEASTERN,Frankford
5/23/2013,6B,6500 REISTERSTOWN RD,LARCENY,,NORTHWESTERN,Reisterstown Station
5/23/2013,6C,200 E PRATT ST,LARCENY,,CENTRAL,Inner Harbor
5/23/2013,6E,2600 N CHARLES ST,LARCENY,,NORTHERN,Charles Village
5/23/2013,6C,6600 REISTERSTOWN RD,LARCENY,,NORTHWESTERN,Reisterstown Station
5/23/2013,6C,2000 GWYNNS FALLS PW,LARCENY,,WESTERN,Mondawmin
5/23/2013,6C,100 E BALTIMORE ST,LARCENY,,CENTRAL,Downtown
5/23/2013,6C,200 MCMECHEN ST,LARCENY,,CENTRAL,Bolton Hill
5/23/2013,6C,100 N CHARLES ST,LARCENY,,CENTRAL,Downtown
5/23/2013,6J,500 N MILTON AV,LARCENY,,SOUTHEASTERN,McElderry Park
5/23/2013,6G,900 N STRICKER ST,LARCENY,,WESTERN,Sandtown-Winchester
5/23/2013,6B,400 MOTT ST,LARCENY,,EASTERN,Oldtown
5/23/2013,6J,3800 FLEETWOOD AV,LARCENY,,NORTHEASTERN,Rosemont East
5/23/2013,6B,5400 REISTERSTOWN RD,LARCENY,,NORTHWESTERN,Woodmere
5/23/2013,6G,1100 LIGHT ST,LARCENY,,SOUTHERN,Federal Hill
5/23/2013,6B,1900 MARYLAND AV,LARCENY,,CENTRAL,Charles North
5/23/2013,6G,2800 N DUKELAND ST,LARCENY,,NORTHWESTERN,Hanlon-Longwood
5/23/2013,6J,500 E PATAPSCO AV,LARCENY,,SOUTHERN,Brooklyn
5/23/2013,6G,3500 EASTERN AV,LARCENY,,SOUTHEASTERN,Highlandtown
5/23/2013,6G,4400 EDMONDSON AV,LARCENY,,SOUTHWESTERN,Rognel Heights
5/23/2013,6G,0 W 20TH ST,LARCENY,,NORTHERN,Charles North
5/23/2013,6G,200 S AUGUSTA AV,LARCENY,,SOUTHWESTERN,Irvington
5/23/2013,6J,200 PRESTON STREET,LARCENY,,CENTRAL,Mid-Town Belvedere
5/23/2013,6G,500 N BOULDIN ST,LARCENY,,SOUTHEASTERN,Ellwood Park/Monument
5/23/2013,6J,5100 YORK RD,LARCENY,,NORTHERN,Winston-Govans
5/23/2013,6C,1800 WASHINGTON BD,LARCENY,,SOUTHERN,Carroll - Camden Industri
5/22/2013,6G,1000 FELL ST,LARCENY,,SOUTHEASTERN,Fells Point
5/22/2013,6E,4300 10TH ST,LARCENY,,SOUTHERN,Brooklyn
5/22/2013,6G,1700 E LAFAYETTE AV,LARCENY,,EASTERN,Broadway East
5/22/2013,6E,2100 W BALTIMORE ST,LARCENY,,WESTERN,Penrose/Fayette Street Ou
5/22/2013,6C,3800 EASTWOOD DR,LARCENY,,NORTHEASTERN,Herring Run Park
5/22/2013,6C,1500 RUSSELL ST,LARCENY,,SOUTHERN,Carroll - Camden Industri
5/22/2013,6J,300 W CAMDEN ST,LARCENY,,CENTRAL,Stadium Area
5/22/2013,6B,2800 JEFFERSON ST,LARCENY,,SOUTHEASTERN,McElderry Park
5/22/2013,6C,2400 N CHARLES ST,LARCENY,,NORTHERN,Old Goucher
5/22/2013,6J,300 W CAMDEN ST,LARCENY,,CENTRAL,Stadium Area
5/22/2013,6G,400 W PRATT ST,LARCENY,,CENTRAL,Downtown West
5/22/2013,6F,900 FELL ST,LARCENY,,SOUTHEASTERN,Fells Point
5/22/2013,6C,5600 REISTERSTOWN RD,LARCENY,,NORTHWESTERN,Reisterstown Station
5/22/2013,6J,500 RUSSELL ST,LARCENY,,SOUTHERN,Stadium Area
5/22/2013,6C,0 E EAGER ST,LARCENY,,CENTRAL,Mount Vernon
5/22/2013,6B,0 E EAGER ST,LARCENY,,CENTRAL,Mount Vernon
5/22/2013,6C,600 CHERRY HILL RD,LARCENY,,SOUTHERN,Cherry Hill
5/22/2013,6J,3500 FAIRVIEW AV,LARCENY,,NORTHWESTERN,Forest Park
5/22/2013,6G,5000 FRANKFORD AV,LARCENY,,NORTHEASTERN,Frankford
5/22/2013,6J,2600 WATERVIEW AV,LARCENY,,SOUTHERN,Westport
5/22/2013,6C,5900 REISTERSTOWN RD,LARCENY,,NORTHWESTERN,Reisterstown Station
5/22/2013,6G,600 N PATTERSON PARK AV,LARCENY,,EASTERN,CARE
5/22/2013,6G,3600 CHESTNUT AVE,LARCENY,,NORTHERN,Hampden
5/22/2013,6C,300 LIGHT ST,LARCENY,,CENTRAL,Inner Harbor
5/22/2013,6B,2400 BELAIR RD,LARCENY,,NORTHEASTERN,Belair-Edison
5/22/2013,6G,1500 HAZEL ST,LARCENY,,SOUTHERN,Curtis Bay
5/22/2013,6G,300 E PONTIAC AV,LARCENY,,SOUTHERN,Brooklyn
5/22/2013,6F,5400 ROLAND AV,LARCENY,,NORTHERN,Wyndhurst
5/22/2013,6J,2400 ST PAUL ST,LARCENY,,NORTHERN,Old Goucher
5/22/2013,6E,2700 PORT COVINGTON DR,LARCENY,,SOUTHERN,Port Covington
5/22/2013,6G,4900 ABERDEEN AV,LARCENY,,NORTHEASTERN,Frankford
5/22/2013,6J,200 E BALTIMORE ST,LARCENY,,CENTRAL,Downtown
5/22/2013,6B,0 E NORTH AVE,LARCENY,,CENTRAL,Charles North
5/22/2013,6G,700 S BROADWAY,LARCENY,,SOUTHEASTERN,Fells Point
5/22/2013,6J,3300 ECHODALE AV,LARCENY,,NORTHEASTERN,Waltherson
5/21/2013,6J,2400 WESTPORT ST,LARCENY,,SOUTHERN,Westport
5/21/2013,6J,1800 MCHENRY ST,LARCENY,,SOUTHERN,Carrollton Ridge
5/21/2013,6C,6000 MORAVIA RD,LARCENY,,NORTHEASTERN,Pulaski Industrial Area
5/21/2013,6C,3800 EASTERN AV,LARCENY,,SOUTHEASTERN,Brewers Hill
5/21/2013,6G,3400 ANNAPOLIS RD,LARCENY,,SOUTHERN,Cherry Hill
5/21/2013,6F,2100 ALICEANNA ST,LARCENY,,SOUTHEASTERN,Canton
5/21/2013,6J,4000 BARRINGTON RD,LARCENY,,NORTHWESTERN,Dorchester
5/21/2013,6E,3600 DUDLEY AV,LARCENY,,NORTHEASTERN,Belair-Edison
5/21/2013,6J,2800 HARVIEW AV,LARCENY,,NORTHEASTERN,North Harford Road
5/21/2013,6G,4100 WHITE AV,LARCENY,,NORTHEASTERN,Glenham-Belhar
5/21/2013,6J,2900 KESWICK RD,LARCENY,,NORTHERN,Hampden
5/21/2013,6C,2400 FREDERICK AVE,LARCENY,,SOUTHWESTERN,Millhill
5/21/2013,6J,1200 W FAYETTE ST,LARCENY,,WESTERN,Poppleton
5/21/2013,6B,100 S PRESIDENT ST     #309,LARCENY,,SOUTHEASTERN,Jonestown
5/21/2013,6E,2000 ROCKROSE AV,LARCENY,,NORTHERN,Woodberry
5/21/2013,6C,5600 THE ALAMEDA,LARCENY,,NORTHERN,Glen Oaks
5/21/2013,6E,4200 RASPE AV,LARCENY,,NORTHEASTERN,Cedmont
5/21/2013,6B,3100 HARFORD RD,LARCENY,,NORTHEASTERN,Coldstream Homestead Mont
5/21/2013,6G,400 W LEXINGTON ST,LARCENY,,CENTRAL,Downtown
5/21/2013,6G,300 S BEECHFIELD AVE,LARCENY,,SOUTHWESTERN,Yale Heights
5/21/2013,6G,100 E 26TH ST,LARCENY,,NORTHERN,Charles Village
5/21/2013,6E,2900 N LOUDON AV,LARCENY,,NORTHWESTERN,Windsor Hills
5/21/2013,6E,1900 N BROADWAY,LARCENY,,EASTERN,East Baltimore Midway
5/21/2013,6J,4000 ERDMAN AV,LARCENY,,NORTHEASTERN,Belair-Edison
5/21/2013,6G,2500 E NORTHERN PW,LARCENY,,NORTHEASTERN,Hamilton Hills
5/21/2013,6G,2500 MC ELDERRY ST,LARCENY,,SOUTHEASTERN,McElderry Park
5/21/2013,6G,200 E BALTIMORE ST,LARCENY,,CENTRAL,Downtown
5/21/2013,6B,1000 MADISON AV,LARCENY,,CENTRAL,Upton
5/21/2013,6C,0 N CALVERT ST,LARCENY,,CENTRAL,Downtown
5/20/2013,6J,4100 UNDERWOOD RD,LARCENY,,NORTHERN,Guilford
5/20/2013,6F,1700 SULGRAVE AV,LARCENY,,NORTHERN,Mount Washington
5/20/2013,6F,2400 W LANVALE ST,LARCENY,,WESTERN,Evergreen Lawn
5/20/2013,6C,2400 N CHARLES ST,LARCENY,,NORTHERN,Old Goucher
5/20/2013,6J,200 S CHESTER ST,LARCENY,,SOUTHEASTERN,Upper Fells Point
5/20/2013,6B,600 N CHARLES ST,LARCENY,,SOUTHERN,Otterbein
5/20/2013,6F,600 PRESIDENT ST,LARCENY,,SOUTHEASTERN,Inner Harbor
5/20/2013,6C,600 E 33RD ST,LARCENY,,NORTHERN,Better Waverly
5/20/2013,6F,2600 BOSTON,LARCENY,,SOUTHEASTERN,Canton
5/20/2013,6G,5800 HIGHGATE DR,LARCENY,,NORTHWESTERN,Glen
5/20/2013,6G,0 ST PAUL ST,LARCENY,,CENTRAL,Downtown
5/20/2013,6J,3500 HILTON RD,LARCENY,,NORTHWESTERN,Ashburton
5/20/2013,6E,1400 N WOLFE ST,LARCENY,,EASTERN,Broadway East
5/20/2013,6G,600 S CATHERINE ST,LARCENY,,SOUTHWESTERN,Carrollton Ridge
5/20/2013,6G,0 E FRANKLIN ST,LARCENY,,CENTRAL,Mount Vernon
5/20/2013,6B,3100 THE ALAMEDA,LARCENY,,NORTHEASTERN,Coldstream Homestead Mont
5/20/2013,6E,6500 REISTERSTOWN RD,LARCENY,,NORTHWESTERN,Reisterstown Station
5/20/2013,6J,1700 E BALTIMORE ST,LARCENY,,SOUTHEASTERN,Washington Hill
5/20/2013,6E,400 CALVIN AV,LARCENY,,NORTHERN,Oakenshawe
5/20/2013,6J,4300 HAMILTON AV,LARCENY,,NORTHEASTERN,Frankford
5/20/2013,6F,100 N CHARLES ST,LARCENY,,CENTRAL,Downtown
5/20/2013,6J,3000 BARCLAY ST,LARCENY,,NORTHERN,Abell
5/20/2013,6G,1000 CATHEDRAL ST,LARCENY,,CENTRAL,Mid-Town Belvedere
5/20/2013,6G,200 S DURHAM ST,LARCENY,,SOUTHEASTERN,Upper Fells Point
5/20/2013,6G,5600 FRANKFORD AV,LARCENY,,NORTHEASTERN,Frankford
5/20/2013,6G,3700 KOPPERS ST,LARCENY,,SOUTHWESTERN,Violetville
5/20/2013,6G,1400 E FORT AV,LARCENY,,SOUTHERN,Locust Point
5/20/2013,6J,700 LINNARD ST,LARCENY,,SOUTHWESTERN,Edgewood
5/20/2013,6G,4000 ALTO RD,LARCENY,,NORTHWESTERN,Windsor Hills
