CrimeDate,CrimeCode,Location,Description,Weapon,District,Neighborhood
7/1/2014,1O,5800 REISTERSTOWN RD,HOMICIDE,OTHER,NORTHWESTERN,Reisterstown Station
6/29/2014,1F,1300 WARD ST,HOMICIDE,FIREARM,SOUTHERN,Washington Village/Pigtow
6/29/2014,1F,800 ALLENDALE ST,HOMICIDE,FIREARM,SOUTHWESTERN,Edgewood
6/29/2014,1F,800 ALLENDALE ST,HOMICIDE,FIREARM,SOUTHWESTERN,Edgewood
6/27/2014,1F,2500 LOYOLA NORTHWAY,HOMICIDE,FIREARM,NORTHERN,Greenspring
6/26/2014,1F,3600 W COLD SPRING LA,HOMICIDE,FIREARM,NORTHWESTERN,Ashburton
6/21/2014,1F,1500 WINSTON AV,HOMICIDE,FIREARM,NORTHEASTERN,Stonewood-Pentwood-Winsto
6/21/2014,1F,0 S MONASTERY AV,HOMICIDE,FIREARM,SOUTHWESTERN,Saint Josephs
6/16/2014,1F,100 S PAYSON ST,HOMICIDE,FIREARM,SOUTHERN,Carrollton Ridge
6/14/2014,1F,1500 E BIDDLE ST,HOMICIDE,FIREARM,EASTERN,Oliver
6/8/2014,1F,4100 PRIOR AV,HOMICIDE,FIREARM,NORTHEASTERN,Belair-Parkside
6/8/2014,1F,500 RICHWOOD AV,HOMICIDE,FIREARM,NORTHERN,Richnor Springs
6/7/2014,1K,2400 E OLIVER ST,HOMICIDE,KNIFE,EASTERN,Broadway East
6/6/2014,1K,3400 REISTERSTOWN RD,HOMICIDE,KNIFE,NORTHWESTERN,Park Circle
6/3/2014,1O,1400 FILLMORE ST,HOMICIDE,OTHER,NORTHEASTERN,Coldstream Homestead Mont
6/3/2014,1F,3700 REISTERSTOWN RD,HOMICIDE,FIREARM,NORTHWESTERN,Park Circle
6/2/2014,1F,2200 BROOKFIELD AV,HOMICIDE,FIREARM,CENTRAL,Reservoir Hill
6/2/2014,1F,3700 COTTAGE AV,HOMICIDE,FIREARM,NORTHWESTERN,Park Circle
6/1/2014,1K,1800 N FULTON AV,HOMICIDE,KNIFE,WESTERN,Sandtown-Winchester
6/1/2014,1F,100 S KOSSUTH ST,HOMICIDE,FIREARM,SOUTHWESTERN,Saint Josephs
5/31/2014,1F,100 DENISON ST,HOMICIDE,FIREARM,SOUTHWESTERN,Allendale
5/31/2014,1K,0 S STOCKTON ST,HOMICIDE,KNIFE,SOUTHERN,Hollins Market
5/27/2014,1O,1900 W FRANKLIN ST,HOMICIDE,OTHER,WESTERN,Midtown-Edmondson
5/27/2014,1O,1900 W FRANKLIN ST,HOMICIDE,OTHER,WESTERN,Midtown-Edmondson
5/26/2014,1F,0 S MOUNT ST,HOMICIDE,FIREARM,SOUTHERN,Union Square
5/24/2014,1F,2300 FREDERICK AV,HOMICIDE,FIREARM,SOUTHWESTERN,Shipley Hill
5/23/2014,1F,1600 GERTRUDE ST,HOMICIDE,FIREARM,SOUTHWESTERN,Northwest Community Actio
5/22/2014,1F,2800 EDMONDSON AV,HOMICIDE,FIREARM,WESTERN,Mosher
5/21/2014,1F,900 N CAROLINE ST,HOMICIDE,FIREARM,EASTERN,Gay Street
5/21/2014,1F,2600 PARK HEIGHTS TER,HOMICIDE,FIREARM,NORTHERN,Greenspring
5/17/2014,1F,5100 ELMER AV,HOMICIDE,FIREARM,NORTHWESTERN,Central Park Heights
5/16/2014,1F,0 E CHASE ST,HOMICIDE,FIREARM,CENTRAL,Mid-Town Belvedere
5/15/2014,1F,3400 DUDLEY AV,HOMICIDE,FIREARM,NORTHEASTERN,Belair-Edison
5/12/2014,1F,4800 ABERDEEN AV,HOMICIDE,FIREARM,NORTHEASTERN,Frankford
5/11/2014,1F,2400 ANNOR CT,HOMICIDE,FIREARM,SOUTHERN,Westport
5/11/2014,1F,1400 N Patterson Park Av,HOMICIDE,FIREARM,EASTERN,Broadway East
5/9/2014,1F,3400 WILKENS AV,HOMICIDE,FIREARM,SOUTHWESTERN,Saint Agnes
5/7/2014,1K,2100 GARRISON BLVD,HOMICIDE,KNIFE,SOUTHWESTERN,Mount Holly
5/6/2014,1F,2400 WELLBRIDGE DR,HOMICIDE,FIREARM,NORTHEASTERN,Hamilton Hills
5/5/2014,1F,2300 E MONUMENT ST,HOMICIDE,FIREARM,EASTERN,McElderry Park
5/3/2014,1F,1300 W LAFAYETTE AV,HOMICIDE,FIREARM,WESTERN,Sandtown-Winchester
5/3/2014,1F,2500 HURON ST,HOMICIDE,FIREARM,SOUTHERN,Mount Winans
5/3/2014,1K,0 W BALTIMORE ST,HOMICIDE,KNIFE,CENTRAL,Downtown
4/27/2014,1O,1900 E NORTH AV,HOMICIDE,OTHER,EASTERN,Broadway East
4/27/2014,1K,1900 N MONROE ST,HOMICIDE,KNIFE,WESTERN,Mondawmin
4/22/2014,1F,600 ROUNDVIEW RD,HOMICIDE,FIREARM,SOUTHERN,Cherry Hill
4/18/2014,1F,1900 W LANVALE ST,HOMICIDE,FIREARM,WESTERN,Midtown-Edmondson
4/17/2014,1F,1600 N WOLFE ST,HOMICIDE,FIREARM,EASTERN,Broadway East
4/16/2014,1F,2300 LYNDHURST AV,HOMICIDE,FIREARM,NORTHWESTERN,Windsor Hills
4/15/2014,1O,6200 ERDMAN AV,HOMICIDE,OTHER,SOUTHEASTERN,Pulaski Industrial Area
4/14/2014,1K,5100 YORK RD,HOMICIDE,KNIFE,NORTHERN,Winston-Govans
4/8/2014,1K,1500 PENNSYLVANIA AV,HOMICIDE,KNIFE,CENTRAL,Upton
4/6/2014,1F,2800 KIRK AV,HOMICIDE,FIREARM,NORTHEASTERN,Coldstream Homestead Mont
4/4/2014,1F,1000 HOLLINS ST,HOMICIDE,FIREARM,SOUTHERN,Hollins Market
4/3/2014,1F,2600 GROGAN AV,HOMICIDE,FIREARM,EASTERN,Berea
3/31/2014,1F,6100 FORTVIEW WY,HOMICIDE,FIREARM,SOUTHEASTERN,O'Donnell Heights
3/27/2014,1K,2000 ALICEANNA ST,HOMICIDE,KNIFE,SOUTHEASTERN,Fells Point
3/25/2014,1F,3800 8TH ST,HOMICIDE,FIREARM,SOUTHERN,Brooklyn
3/14/2014,1F,2900 E EAGER ST,HOMICIDE,FIREARM,EASTERN,Madison-Eastend
3/8/2014,1K,2600 MURA ST,HOMICIDE,KNIFE,EASTERN,Berea
3/7/2014,1F,2800 PRESBURY ST,HOMICIDE,FIREARM,SOUTHWESTERN,Northwest Community Actio
3/1/2014,1O,3600 SEVEN MILE LA,HOMICIDE,OTHER,NORTHWESTERN,Cross Country
2/25/2014,1F,700 N AUGUSTA AV,HOMICIDE,FIREARM,SOUTHWESTERN,Edmondson Village
2/24/2014,1F,2400 WILGREY CT,HOMICIDE,FIREARM,SOUTHERN,Westport
2/23/2014,1F,5100 CORDELIA AV,HOMICIDE,FIREARM,NORTHWESTERN,Langston Hughes
2/21/2014,1F,400 N PATTERSON PARK AV,HOMICIDE,FIREARM,EASTERN,CARE
2/11/2014,1F,500 E 35TH ST,HOMICIDE,FIREARM,NORTHERN,Waverly
2/11/2014,1F,3900 THE ALAMEDA,HOMICIDE,FIREARM,NORTHEASTERN,Ednor Gardens-Lakeside
2/10/2014,1F,1500 PENNSYLVANIA AV,HOMICIDE,FIREARM,CENTRAL,Upton
2/9/2014,1K,400 E BALTIMORE ST,HOMICIDE,KNIFE,CENTRAL,Downtown
2/6/2014,1O,4000 PENHURST AV,HOMICIDE,OTHER,NORTHWESTERN,West Arlington
2/5/2014,1F,600 S PONCA ST,HOMICIDE,FIREARM,SOUTHEASTERN,Greektown
1/31/2014,1K,400 S ELLWOOD AV,HOMICIDE,KNIFE,SOUTHEASTERN,Highlandtown
1/30/2014,1F,4100 WALRAD ST,HOMICIDE,FIREARM,SOUTHWESTERN,Irvington
1/30/2014,1F,1500 COLE ST,HOMICIDE,FIREARM,SOUTHERN,New Southwest/Mount Clare
1/30/2014,1F,1500 COLE ST,HOMICIDE,FIREARM,SOUTHERN,New Southwest/Mount Clare
1/30/2014,1F,900 S CLINTON ST,HOMICIDE,FIREARM,SOUTHEASTERN,Canton
1/28/2014,1F,5200 DENMORE AV,HOMICIDE,FIREARM,NORTHWESTERN,Arlington
1/27/2014,1F,600 E 38TH ST,HOMICIDE,FIREARM,NORTHERN,Waverly
1/25/2014,1F,1900 E 28TH ST,HOMICIDE,FIREARM,NORTHEASTERN,Coldstream Homestead Mont
1/25/2014,1K,200 N PAYSON ST,HOMICIDE,KNIFE,WESTERN,Penrose/Fayette Street Ou
1/18/2014,1K,2000 WHEELER AV,HOMICIDE,KNIFE,WESTERN,Mondawmin
1/17/2014,1F,300 ILCHESTER AV,HOMICIDE,FIREARM,NORTHERN,Harwood
1/12/2014,1F,3900 EDGEWOOD RD,HOMICIDE,FIREARM,NORTHWESTERN,East Arlington
1/12/2014,1F,3600 REISTERSTOWN RD,HOMICIDE,FIREARM,NORTHWESTERN,Park Circle
1/11/2014,1F,100 E MADISON ST,HOMICIDE,FIREARM,CENTRAL,Mount Vernon
1/10/2014,1F,7000 MC CLEAN BLVD,HOMICIDE,FIREARM,NORTHEASTERN,Hamilton Hills
1/10/2014,1K,2500 FREDERICK AV,HOMICIDE,KNIFE,SOUTHWESTERN,Shipley Hill
1/10/2014,1F,2200 MARYLAND AV,HOMICIDE,FIREARM,NORTHERN,Old Goucher
1/9/2014,1F,500 S SMALLWOOD ST,HOMICIDE,FIREARM,SOUTHWESTERN,Carrollton Ridge
1/8/2014,1F,5300 EASTBURY AV,HOMICIDE,FIREARM,NORTHEASTERN,Frankford
1/6/2014,1F,3000 OAKFORD AV,HOMICIDE,FIREARM,NORTHERN,Parklane
1/6/2014,1F,3600 LIBERTY HEIGHTS AV,HOMICIDE,FIREARM,NORTHWESTERN,Ashburton
1/3/2014,1F,1700 ASHBURTON ST,HOMICIDE,FIREARM,WESTERN,Coppin Heights/Ash-Co-Eas
1/2/2014,1F,1800 N Patterson Park Av,HOMICIDE,FIREARM,EASTERN,Broadway East
1/2/2014,1F,1800 N Patterson Park Av,HOMICIDE,FIREARM,EASTERN,Broadway East
1/2/2014,1F,4300 SHAMROCK AV,HOMICIDE,FIREARM,NORTHEASTERN,Belair-Edison
1/1/2014,1F,3900 EDMONDSON AV,HOMICIDE,FIREARM,SOUTHWESTERN,Edmondson Village
1/1/2014,1F,3900 EDMONDSON AV,HOMICIDE,FIREARM,SOUTHWESTERN,Edmondson Village
12/31/2013,1F,100 W HAMBURG ST,HOMICIDE,FIREARM,SOUTHERN,Sharp-Leadenhall
12/29/2013,1F,2700 E MONUMENT ST,HOMICIDE,FIREARM,EASTERN,Madison-Eastend
12/28/2013,1K,2800 W LANVALE ST,HOMICIDE,KNIFE,WESTERN,Mosher
12/25/2013,1K,900 COPPIN CT,HOMICIDE,KNIFE,SOUTHERN,Cherry Hill
12/23/2013,1F,900 N MOUNT ST,HOMICIDE,FIREARM,WESTERN,Sandtown-Winchester
12/22/2013,1O,2800 RIDGEWOOD AV,HOMICIDE,OTHER,NORTHWESTERN,Towanda-Grantley
12/22/2013,1F,300 PARK AV,HOMICIDE,FIREARM,CENTRAL,Downtown
12/21/2013,1F,2400 MAISEL CT,HOMICIDE,FIREARM,SOUTHERN,Westport
12/20/2013,1F,1200 N LUZERNE AV,HOMICIDE,FIREARM,EASTERN,Berea
12/19/2013,1F,1500 E 29TH ST,HOMICIDE,FIREARM,NORTHEASTERN,Coldstream Homestead Mont
12/18/2013,1K,500 E 26TH ST,HOMICIDE,KNIFE,NORTHERN,Better Waverly
12/16/2013,1F,5200 BEAUFORT AV,HOMICIDE,FIREARM,NORTHWESTERN,Arlington
12/15/2013,1F,200 BEALE CT,HOMICIDE,FIREARM,SOUTHEASTERN,Dunbar-Broadway
12/14/2013,1F,200 AISQUITH ST,HOMICIDE,FIREARM,SOUTHEASTERN,Pleasant View Gardens
12/13/2013,1F,2200 LIBERTY HEIGHTS AV,HOMICIDE,FIREARM,NORTHWESTERN,Parkview/Woodbrook
12/12/2013,1F,4500 FERNHILL AV,HOMICIDE,FIREARM,NORTHWESTERN,West Arlington
12/11/2013,1F,5200 DENMORE AV,HOMICIDE,FIREARM,NORTHWESTERN,Arlington
12/5/2013,1F,3300 VIRGINIA AV,HOMICIDE,FIREARM,NORTHWESTERN,Central Park Heights
12/4/2013,1F,2800 PARKWOOD AV,HOMICIDE,FIREARM,WESTERN,Parkview/Woodbrook
11/30/2013,1K,1000 E PATAPSCO AV,HOMICIDE,KNIFE,SOUTHERN,Fairfield Area
11/26/2013,1F,700 LINNARD ST,HOMICIDE,FIREARM,SOUTHWESTERN,Edgewood
11/23/2013,1F,4200 WOODRIDGE RD,HOMICIDE,FIREARM,SOUTHWESTERN,Rognel Heights
11/22/2013,1K,5000 SINCLAIR LA,HOMICIDE,KNIFE,NORTHEASTERN,Frankford
11/20/2013,1O,4100 HYDEN CT,HOMICIDE,OTHER,SOUTHERN,Brooklyn
11/19/2013,1F,2400 LAURETTA AV,HOMICIDE,FIREARM,WESTERN,Rosemont Homeowners/Tenan
11/17/2013,1F,1300 N LONGWOOD ST,HOMICIDE,FIREARM,SOUTHWESTERN,Rosemont
11/16/2013,1F,300 S CALHOUN ST,HOMICIDE,FIREARM,SOUTHERN,New Southwest/Mount Clare
11/16/2013,1F,900 WATSON ST,HOMICIDE,FIREARM,SOUTHEASTERN,Jonestown
11/15/2013,1F,600 WYANOKE AV,HOMICIDE,FIREARM,NORTHERN,Pen Lucy
11/14/2013,1F,1300 LAURENS ST,HOMICIDE,FIREARM,WESTERN,Sandtown-Winchester
11/13/2013,1F,5100 ARBUTUS AV,HOMICIDE,FIREARM,NORTHWESTERN,Langston Hughes
11/12/2013,1F,2500 N EDGECOMBE CIR,HOMICIDE,FIREARM,NORTHERN,Parklane
11/9/2013,1F,4400 FRANKFORD AV,HOMICIDE,FIREARM,NORTHEASTERN,Frankford
11/9/2013,1F,400 N ATHOL AV,HOMICIDE,FIREARM,SOUTHWESTERN,Uplands
11/7/2013,1F,1100 Mc Kean Av,HOMICIDE,FIREARM,WESTERN,Sandtown-Winchester
11/7/2013,1F,1500 W BALTIMORE ST,HOMICIDE,FIREARM,WESTERN,Franklin Square
11/6/2013,1F,800 APPLETON ST,HOMICIDE,FIREARM,WESTERN,Midtown-Edmondson
11/5/2013,1F,1100 E OLIVER ST,HOMICIDE,FIREARM,EASTERN,Oliver
11/5/2013,1F,200 S WOLFE ST,HOMICIDE,FIREARM,SOUTHEASTERN,Upper Fells Point
11/5/2013,1F,200 S WOLFE ST,HOMICIDE,FIREARM,SOUTHEASTERN,Upper Fells Point
10/31/2013,1F,2000 KENNEDY AV,HOMICIDE,FIREARM,EASTERN,East Baltimore Midway
10/31/2013,1F,2000 KENNEDY AV,HOMICIDE,FIREARM,EASTERN,East Baltimore Midway
10/30/2013,1F,1900 N ROSEDALE ST,HOMICIDE,FIREARM,SOUTHWESTERN,Walbrook
10/29/2013,1F,500 W PRESTON ST,HOMICIDE,FIREARM,CENTRAL,Heritage Crossing
10/26/2013,1F,2200 N FULTON AV,HOMICIDE,FIREARM,WESTERN,Penn North
10/25/2013,1F,0 N BENTALOU ST,HOMICIDE,FIREARM,WESTERN,Penrose/Fayette Street Ou
10/24/2013,1F,1400 N LONGWOOD ST,HOMICIDE,FIREARM,SOUTHWESTERN,Rosemont
10/23/2013,1K,4000 BELLE AV,HOMICIDE,KNIFE,NORTHWESTERN,Dorchester
10/22/2013,1F,800 ABBOTT CT,HOMICIDE,FIREARM,EASTERN,Oldtown
10/20/2013,1K,4400 FAIRVIEW AV,HOMICIDE,KNIFE,NORTHWESTERN,West Forest Park
10/20/2013,1F,1800 W LAFAYETTE AV,HOMICIDE,FIREARM,WESTERN,Sandtown-Winchester
10/19/2013,1F,300 S FRANKLINTOWN RD,HOMICIDE,FIREARM,SOUTHWESTERN,Shipley Hill
10/19/2013,1O,1600 MC CULLOH ST,HOMICIDE,OTHER,CENTRAL,Upton
10/18/2013,1F,2000 ORLEANS ST,HOMICIDE,FIREARM,EASTERN,CARE
10/17/2013,1F,5500 REISTERSTOWN RD,HOMICIDE,FIREARM,NORTHWESTERN,Woodmere
10/15/2013,1F,3700 REISTERSTOWN RD,HOMICIDE,FIREARM,NORTHWESTERN,Park Circle
10/14/2013,1F,2600 E CHASE ST,HOMICIDE,FIREARM,EASTERN,Biddle Street
10/14/2013,1F,3600 BOWERS AV,HOMICIDE,FIREARM,NORTHWESTERN,Grove Park
10/11/2013,1F,5500 GWYNN OAK AV,HOMICIDE,FIREARM,NORTHWESTERN,Howard Park
9/30/2013,1F,3000 TIVOLY AV,HOMICIDE,FIREARM,NORTHEASTERN,Coldstream Homestead Mont
9/30/2013,1K,3600 BENSON AV,HOMICIDE,KNIFE,SOUTHWESTERN,Violetville
9/26/2013,1F,3900 PENHURST AV,HOMICIDE,FIREARM,NORTHWESTERN,Dolfield
9/24/2013,1F,1500 UPSHIRE RD,HOMICIDE,FIREARM,NORTHEASTERN,Ednor Gardens-Lakeside
9/24/2013,1F,2700 HUGO AV,HOMICIDE,FIREARM,NORTHEASTERN,Coldstream Homestead Mont
9/21/2013,1F,5400 CRISMER AV,HOMICIDE,FIREARM,NORTHWESTERN,Woodmere
9/19/2013,1F,1700 N MILTON AV,HOMICIDE,FIREARM,EASTERN,Broadway East
9/18/2013,1F,300 E NORTH AV,HOMICIDE,FIREARM,EASTERN,Greenmount West
9/17/2013,1O,2500 S PACA ST,HOMICIDE,OTHER,SOUTHERN,Mount Winans
9/14/2013,1F,3700 BONVIEW AV,HOMICIDE,FIREARM,NORTHEASTERN,Belair-Edison
9/13/2013,1F,2600 E MONUMENT ST,HOMICIDE,FIREARM,EASTERN,Madison-Eastend
9/10/2013,1F,600 DENISON ST,HOMICIDE,FIREARM,SOUTHWESTERN,Edgewood
9/9/2013,1F,6500 BRIGHTON AV,HOMICIDE,FIREARM,NORTHWESTERN,Reisterstown Station
9/8/2013,1F,4700 DELAWARE AV,HOMICIDE,FIREARM,NORTHWESTERN,Central Park Heights
9/8/2013,1F,1000 VALLEY ST,HOMICIDE,FIREARM,EASTERN,Johnston Square
9/6/2013,1F,6800 MC CLEAN BLVD,HOMICIDE,FIREARM,NORTHEASTERN,Hamilton Hills
9/6/2013,1F,3900 CHESTERFIELD AV,HOMICIDE,FIREARM,NORTHEASTERN,Belair-Edison
9/6/2013,1F,1200 W NORTH AV,HOMICIDE,FIREARM,WESTERN,Penn North
9/4/2013,1F,1100 E 25TH ST,HOMICIDE,FIREARM,NORTHEASTERN,Coldstream Homestead Mont
9/3/2013,1F,2500 N EDGECOMBE CIR,HOMICIDE,FIREARM,NORTHERN,Parklane
9/2/2013,1O,800 LENNOX ST,HOMICIDE,OTHER,CENTRAL,Reservoir Hill
9/2/2013,1O,1600 N BROADWAY,HOMICIDE,OTHER,EASTERN,Oliver
9/1/2013,1F,1100 WHITELOCK ST,HOMICIDE,FIREARM,CENTRAL,Reservoir Hill
8/29/2013,1F,1700 RUXTON AV,HOMICIDE,FIREARM,WESTERN,Coppin Heights/Ash-Co-Eas
8/29/2013,1K,200 W LOMBARD ST,HOMICIDE,KNIFE,CENTRAL,Downtown
8/27/2013,1O,1000 N DURHAM ST,HOMICIDE,OTHER,EASTERN,Middle East
8/25/2013,1F,4000 NORFOLK AV,HOMICIDE,FIREARM,NORTHWESTERN,Concerned Citizens Of For
8/24/2013,1F,1500 W FAYETTE ST,HOMICIDE,FIREARM,WESTERN,Franklin Square
8/23/2013,1F,3100 BRENDAN AV,HOMICIDE,FIREARM,NORTHEASTERN,Belair-Edison
8/20/2013,1F,1200 S CAREY ST,HOMICIDE,FIREARM,SOUTHERN,Washington Village/Pigtow
8/20/2013,1F,1200 S CAREY ST,HOMICIDE,FIREARM,SOUTHERN,Washington Village/Pigtow
8/17/2013,1K,400 N MONTFORD AV,HOMICIDE,KNIFE,SOUTHEASTERN,McElderry Park
8/13/2013,1F,2000 BARCLAY ST,HOMICIDE,FIREARM,EASTERN,Barclay
8/13/2013,1F,500 TUNBRIDGE RD,HOMICIDE,FIREARM,NORTHERN,Mid-Govans
8/12/2013,1O,2500 W BELVEDERE AV,HOMICIDE,OTHER,NORTHERN,Levindale
8/12/2013,1F,1300 W BALTIMORE ST,HOMICIDE,FIREARM,WESTERN,Franklin Square
8/3/2013,1F,2300 N ROSEDALE ST,HOMICIDE,FIREARM,SOUTHWESTERN,Walbrook
8/2/2013,1F,1600 HARTSDALE RD,HOMICIDE,FIREARM,NORTHEASTERN,Perring Loch
8/1/2013,1F,6400 HARFORD RD,HOMICIDE,FIREARM,NORTHEASTERN,Westfield
7/31/2013,1O,1900 N FOREST PARK AV,HOMICIDE,OTHER,SOUTHWESTERN,Franklintown
7/30/2013,1O,3300 SINCLAIR LA,HOMICIDE,OTHER,NORTHEASTERN,Belair-Edison
7/26/2013,1F,2000 JUBILEE CT,HOMICIDE,FIREARM,NORTHEASTERN,Hamilton Hills
7/26/2013,1K,0 N CALVERT ST,HOMICIDE,KNIFE,CENTRAL,Downtown
7/26/2013,1F,2700 JEFFERSON ST,HOMICIDE,FIREARM,SOUTHEASTERN,McElderry Park
7/22/2013,1F,2500 E PRESTON ST,HOMICIDE,FIREARM,EASTERN,Berea
7/22/2013,1F,1700 N BOND ST,HOMICIDE,FIREARM,EASTERN,Oliver
7/22/2013,1O,800 PARK AV,HOMICIDE,OTHER,CENTRAL,Mid-Town Belvedere
7/22/2013,1O,800 PARK AV,HOMICIDE,OTHER,CENTRAL,Mid-Town Belvedere
7/19/2013,1K,3000 Liberty Heights Av,HOMICIDE,KNIFE,NORTHWESTERN,Ashburton
7/16/2013,1F,1600 PRESSTMAN ST,HOMICIDE,FIREARM,WESTERN,Sandtown-Winchester
7/15/2013,1F,200 DIENER PL,HOMICIDE,FIREARM,SOUTHWESTERN,Irvington
7/13/2013,1F,4600 GOUGH ST,HOMICIDE,FIREARM,SOUTHEASTERN,Greektown
7/11/2013,1O,100 N KENWOOD AV,HOMICIDE,OTHER,SOUTHEASTERN,Patterson Park Neighborho
7/10/2013,1F,0 N FULTON AV,HOMICIDE,FIREARM,WESTERN,Franklin Square
7/10/2013,1F,0 N FULTON AV,HOMICIDE,FIREARM,WESTERN,Franklin Square
7/9/2013,1F,1800 E LANVALE ST,HOMICIDE,FIREARM,EASTERN,Broadway East
7/5/2013,1F,1000 PENNSYLVANIA AV,HOMICIDE,FIREARM,CENTRAL,Upton
7/5/2013,1F,700 E PRESTON ST,HOMICIDE,FIREARM,EASTERN,Johnston Square
7/5/2013,1F,700 E PRESTON ST,HOMICIDE,FIREARM,EASTERN,Johnston Square
7/2/2013,1F,4200 PIMLICO RD,HOMICIDE,FIREARM,NORTHWESTERN,Central Park Heights
6/29/2013,1F,200 S HAVEN ST,HOMICIDE,FIREARM,SOUTHEASTERN,Highlandtown
6/28/2013,1F,900 BENNETT PL,HOMICIDE,FIREARM,WESTERN,Harlem Park
6/27/2013,1F,3300 ELMORA AV,HOMICIDE,FIREARM,NORTHEASTERN,Four By Four
6/27/2013,1F,3300 ELMORA AV,HOMICIDE,FIREARM,NORTHEASTERN,Four By Four
6/27/2013,1F,2900 W NORTH AV,HOMICIDE,FIREARM,SOUTHWESTERN,Northwest Community Actio
6/27/2013,1F,2900 W NORTH AV,HOMICIDE,FIREARM,SOUTHWESTERN,Northwest Community Actio
6/25/2013,1F,800 WHITMORE AV,HOMICIDE,FIREARM,WESTERN,Evergreen Lawn
6/25/2013,1F,2900 GWYNNS FALLS PKWY,HOMICIDE,FIREARM,NORTHWESTERN,Hanlon-Longwood
6/23/2013,1F,900 BENNETT PL,HOMICIDE,FIREARM,WESTERN,Harlem Park
6/23/2013,1F,5200 ST CHARLES AV,HOMICIDE,FIREARM,NORTHWESTERN,Woodmere
6/22/2013,1F,1400 PENNSYLVANIA AV,HOMICIDE,FIREARM,CENTRAL,Upton
6/22/2013,1F,1400 PENNSYLVANIA AV,HOMICIDE,FIREARM,CENTRAL,Upton
6/22/2013,1F,5200 CUTHBERT AV,HOMICIDE,FIREARM,NORTHWESTERN,Arlington
6/22/2013,1F,700 N KENWOOD AV,HOMICIDE,FIREARM,EASTERN,Madison-Eastend
6/21/2013,1F,900 DUCATEL ST,HOMICIDE,FIREARM,CENTRAL,Reservoir Hill
6/20/2013,1F,1600 MOUNTMOR CT,HOMICIDE,FIREARM,WESTERN,Sandtown-Winchester
6/17/2013,1F,2600 GROGAN AV,HOMICIDE,FIREARM,EASTERN,Berea
6/15/2013,1K,0 N ROSEDALE ST,HOMICIDE,KNIFE,SOUTHWESTERN,Rosemont
6/15/2013,1F,2300 RIGGS AV,HOMICIDE,FIREARM,WESTERN,Bridgeview/Greenlawn
6/11/2013,1F,100 N BOND ST,HOMICIDE,FIREARM,SOUTHEASTERN,Washington Hill
6/10/2013,1O,1600 MOUNTMOR CT,HOMICIDE,OTHER,WESTERN,Sandtown-Winchester
6/9/2013,1K,3300 MANNASOTA AV,HOMICIDE,KNIFE,NORTHEASTERN,Belair-Edison
6/6/2013,1F,3000 HOMEWOOD AV,HOMICIDE,FIREARM,NORTHEASTERN,Coldstream Homestead Mont
6/5/2013,1F,3700 GLENMORE AV,HOMICIDE,FIREARM,NORTHEASTERN,Rosemont East
6/4/2013,1F,2100 PARK AV,HOMICIDE,FIREARM,CENTRAL,Reservoir Hill
6/3/2013,1F,0 W 20TH ST,HOMICIDE,FIREARM,NORTHERN,Charles North
6/1/2013,1O,5500 YORK RD,HOMICIDE,OTHER,NORTHERN,Mid-Govans
5/31/2013,1F,2800 N DUKELAND ST,HOMICIDE,FIREARM,NORTHWESTERN,Hanlon-Longwood
5/31/2013,1F,2700 ROUND RD,HOMICIDE,FIREARM,SOUTHERN,Cherry Hill
5/30/2013,1K,1500 CHARLOTTE AV,HOMICIDE,KNIFE,SOUTHEASTERN,Broening Manor
5/30/2013,1F,3600 ST MARGARET ST,HOMICIDE,FIREARM,SOUTHERN,Brooklyn
5/28/2013,1O,300 BIRKWOOD PL,HOMICIDE,OTHER,NORTHERN,Oakenshawe
5/25/2013,1F,4500 MARBLE HALL RD,HOMICIDE,FIREARM,NORTHEASTERN,New Northwood
5/24/2013,1O,900 DESOTO RD,HOMICIDE,OTHER,SOUTHWESTERN,Wilhelm Park
5/24/2013,1F,1200 CHERRY HILL RD,HOMICIDE,FIREARM,SOUTHERN,Cherry Hill
5/22/2013,1F,2800 ASHLAND AV,HOMICIDE,FIREARM,EASTERN,Madison-Eastend
5/22/2013,1F,1600 CLIFTVIEW AV,HOMICIDE,FIREARM,EASTERN,Darley Park
5/20/2013,1F,3100 CLIFTMONT AV,HOMICIDE,FIREARM,NORTHEASTERN,Belair-Edison
5/17/2013,1F,600 CHERRYCREST RD,HOMICIDE,FIREARM,SOUTHERN,Cherry Hill
5/13/2013,1F,500 N DECKER AV,HOMICIDE,FIREARM,SOUTHEASTERN,Ellwood Park/Monument
5/11/2013,1F,2500 CHELSEA TER,HOMICIDE,FIREARM,NORTHWESTERN,Windsor Hills
5/8/2013,1F,4100 ETHLAND AV,HOMICIDE,FIREARM,NORTHWESTERN,Forest Park Golf Course
5/8/2013,1F,2500 EUTAW PL,HOMICIDE,FIREARM,CENTRAL,Reservoir Hill
5/7/2013,1F,200 E 22ND ST,HOMICIDE,FIREARM,NORTHERN,Barclay
5/7/2013,1F,1100 N PARRISH ST,HOMICIDE,FIREARM,WESTERN,Sandtown-Winchester
5/5/2013,1F,2900 E MONUMENT ST,HOMICIDE,FIREARM,EASTERN,Madison-Eastend
5/2/2013,1F,600 COKESBURY AV,HOMICIDE,FIREARM,EASTERN,East Baltimore Midway
4/30/2013,1F,1200 WALTERS AV,HOMICIDE,FIREARM,NORTHEASTERN,Woodbourne Heights
