callDateTime,priority,district,description,callNumber,incidentLocation
03/07/2016 05:53:00 PM,Medium,SD,FAMILY DISTURB,P160672383,3500 ROUND RD
03/07/2016 09:23:00 PM,Medium,SD,FAMILY DISTURB,P160673052,1000 RENICK CT
03/07/2016 05:18:00 PM,Medium,ED,FAMILY DISTURB,P160672251,1200 BONAPARTE AV
03/07/2016 08:11:00 PM,Medium,SD,FAMILY DISTURB,P160672845,3900 PASCAL AV
03/07/2016 05:22:00 PM,Medium,NE,FAMILY DISTURB,P160672271,3600 BELAIR RD
03/07/2016 10:50:00 PM,Medium,SD,FAMILY DISTURB,P160673279,3700 S HANOVER ST
03/08/2016 01:03:00 AM,Medium,ED,FAMILY DISTURB,P160680116,2200 HENNEMAN AV
03/07/2016 11:44:00 PM,Medium,WD,FAMILY DISTURB,P160673388,1500 RETREAT ST
03/07/2016 11:38:00 PM,Medium,SW,FAMILY DISTURB,P160673376,4100 POTTER ST
03/08/2016 12:39:00 AM,Medium,WD,FAMILY DISTURB,P160680077,2200 CLIFTON AV
03/08/2016 01:38:00 AM,Medium,ND,FAMILY DISTURB,P160680160,800 GILRUBIN CT
03/07/2016 11:09:00 PM,Medium,SD,FAMILY DISTURB,P160673318,2900 RAYSHIRE RD
03/08/2016 01:13:00 AM,Medium,NW,FAMILY DISTURB,P160680127,2700 REISTERSTOWN RD
03/08/2016 12:50:00 AM,Medium,SD,FAMILY DISTURB,P160680098,400 E PATAPSCO AV
03/08/2016 12:48:00 AM,Medium,NW,FAMILY DISTURB,P160680095,4100 GROVELAND AV
03/08/2016 01:49:00 AM,Medium,NW,FAMILY DISTURB,P160680171,4000 PARK HEIGHTS AV
03/08/2016 02:02:00 AM,Medium,WD,FAMILY DISTURB,P160680187,1800 W FRANKLIN ST
03/08/2016 02:22:00 AM,Medium,SE,FAMILY DISTURB,P160680214,3200 MCELDERRY ST
03/08/2016 02:29:00 AM,Medium,WD,FAMILY DISTURB,P160680222,1100 WHATCOAT ST
03/08/2016 02:37:00 AM,Medium,NW,FAMILY DISTURB,P160680227,3900 PENHURST AV
03/08/2016 03:18:00 AM,Medium,WD,FAMILY DISTURB,P160680273,1600 ASHBURTON ST
03/08/2016 03:31:00 AM,Medium,SW,FAMILY DISTURB,P160680288,5100 SEKOTS RD
03/08/2016 07:15:00 AM,Medium,CD,FAMILY DISTURB,P160680449,700 EDMONDSON AV
03/08/2016 07:52:00 AM,Medium,ND,FAMILY DISTURB,P160680502,4600 OLD YORK RD
03/08/2016 07:52:00 AM,Medium,NE,FAMILY DISTURB,P160680503,6100 FAIRDEL AV
01/18/2016 09:32:00 PM,Medium,SE,FAMILY DISTURB,P160182629,2700 JEFFERSON ST
03/08/2016 09:53:00 AM,Medium,NE,FAMILY DISTURB,P160680831,4400 MARBLE HALL RD
03/08/2016 10:16:00 AM,Medium,SW,FAMILY DISTURB,P160680894,0 N HILTON ST
03/08/2016 10:51:00 AM,Medium,ND,FAMILY DISTURB,P160681000,1000 ARGONNE DR
03/08/2016 10:53:00 AM,Medium,NE,FAMILY DISTURB,P160681007,3300 LYNDALE AV
03/08/2016 11:02:00 AM,Medium,NE,FAMILY DISTURB,P160681033,3300 LYNDALE AV
03/08/2016 10:59:00 AM,Medium,SW,FAMILY DISTURB,P160681027,1600 N DUKELAND ST
03/08/2016 10:53:00 AM,Medium,NE,FAMILY DISTURB,P160681003,3300 LYNDALE AV
03/08/2016 11:32:00 AM,Medium,CD,FAMILY DISTURB,P160681140,300 ST PAUL PL
03/08/2016 11:07:00 AM,Medium,NE,FAMILY DISTURB,P160681057,3300 LYNDALE AV
03/08/2016 11:24:00 AM,Medium,NE,FAMILY DISTURB,P160681110,5300 VALIQUET AV
03/08/2016 11:44:00 AM,Medium,ND,FAMILY DISTURB,P160681175,4000 OSWEGO CT
03/08/2016 11:38:00 AM,Medium,SD,FAMILY DISTURB,P160681162,1200 S CAREY ST
03/08/2016 12:13:00 PM,Medium,NW,FAMILY DISTURB,P160681272,3100 WOODLAND AV
03/08/2016 11:57:00 AM,Medium,SD,FAMILY DISTURB,P160681230,1400 FILBERT ST
03/08/2016 01:04:00 PM,Medium,NW,FAMILY DISTURB,P160681431,3100 OAKFORD AV
03/08/2016 01:34:00 PM,Medium,SW,FAMILY DISTURB,P160681518,1100 N WOODINGTON RD
03/08/2016 02:13:00 PM,Medium,NE,FAMILY DISTURB,P160681612,3200 KENYON AV
03/08/2016 02:01:00 PM,Medium,NW,FAMILY DISTURB,P160681585,3000 SPAULDING AV
03/08/2016 04:21:00 PM,Medium,NW,FAMILY DISTURB,P160682048,3400 PARK HEIGHTS AV
03/08/2016 04:51:00 PM,Medium,NE,FAMILY DISTURB,P160682166,4600 BELAIR RD
03/08/2016 04:58:00 PM,Medium,NW,FAMILY DISTURB,P160682192,2600 N HILTON ST
03/08/2016 05:08:00 PM,Medium,SW,FAMILY DISTURB,P160682234,1000 PARKSLEY AV
03/08/2016 05:04:00 PM,Medium,ND,FAMILY DISTURB,P160682210,900 E 41ST ST
03/08/2016 05:07:00 PM,Medium,SW,FAMILY DISTURB,P160682226,1000 ELLICOTT DY
03/08/2016 05:21:00 PM,Medium,WD,FAMILY DISTURB,P160682273,2100 WESTWOOD AV
03/08/2016 05:16:00 PM,Medium,NE,FAMILY DISTURB,P160682247,3200 EVERGREEN AV
03/08/2016 05:18:00 PM,Medium,NW,FAMILY DISTURB,P160682264,4200 PARK HEIGHTS AV
03/08/2016 05:42:00 PM,Medium,ND,FAMILY DISTURB,P160682358,400 E 31ST ST
03/08/2016 06:00:00 PM,Medium,SD,FAMILY DISTURB,P160682432,1300 CARROLL ST
03/08/2016 05:58:00 PM,Medium,SD,FAMILY DISTURB,P160682424,4200 AUDREY AV
03/08/2016 06:18:00 PM,Medium,SD,FAMILY DISTURB,P160682492,3000 SEABURY RD
03/08/2016 07:03:00 PM,Medium,NE,FAMILY DISTURB,P160682663,2200 FLEETWOOD AV
03/08/2016 07:05:00 PM,Medium,SD,FAMILY DISTURB,P160682677,1000 CHERRY HILL RD
03/08/2016 07:06:00 PM,Medium,NW,FAMILY DISTURB,P160682676,3700 HAYWARD AV
03/08/2016 07:41:00 PM,Medium,NE,FAMILY DISTURB,P160682824,2700 THE ALAMEDA
03/08/2016 08:06:00 PM,Medium,ND,FAMILY DISTURB,P160682887,2500 KEYWORTH AV
03/09/2016 12:52:00 AM,Medium,ED,FAMILY DISTURB,P160690104,1700 E PRESTON ST
03/09/2016 12:56:00 AM,Medium,ED,FAMILY DISTURB,P160690112,1300 AISQUITH ST
03/08/2016 08:12:00 PM,Medium,ED,FAMILY DISTURB,P160682906,1400 KENHILL AV
03/08/2016 08:34:00 PM,Medium,WD,FAMILY DISTURB,P160682985,1800 N FULTON AV
03/08/2016 08:43:00 PM,Medium,WD,FAMILY DISTURB,P160683002,1800 W NORTH AV
03/08/2016 08:53:00 PM,Medium,NW,FAMILY DISTURB,P160683032,5500 CADILLAC AV
03/08/2016 09:14:00 PM,Medium,NW,FAMILY DISTURB,P160683094,6000 WALLIS AV
03/08/2016 09:46:00 PM,Medium,WD,FAMILY DISTURB,P160683166,2800 W LANVALE ST
03/08/2016 09:46:00 PM,Medium,SW,FAMILY DISTURB,P160683168,100 ALLENDALE ST
03/08/2016 09:52:00 PM,Medium,NW,FAMILY DISTURB,P160683178,5300 DENMORE AV
03/08/2016 10:44:00 PM,Medium,ND,FAMILY DISTURB,P160683334,2600 OSWEGO AV
03/08/2016 10:33:00 PM,Medium,WD,FAMILY DISTURB,P160683306,2500 LAURETTA AV
03/08/2016 10:15:00 PM,Medium,NW,FAMILY DISTURB,P160683249,2900 GARRISON BL
03/08/2016 10:30:00 PM,Medium,SD,FAMILY DISTURB,P160683298,800 CLINTWOOD CT
03/08/2016 10:26:00 PM,Medium,SD,FAMILY DISTURB,P160683288,4000 ORCHARD AV
03/08/2016 10:49:00 PM,Medium,SW,FAMILY DISTURB,P160683354,2600 W FAIRMOUNT AV
03/08/2016 10:53:00 PM,Medium,ND,FAMILY DISTURB,P160683363,2600 OSWEGO AV
03/08/2016 10:35:00 PM,Medium,WD,FAMILY DISTURB,P160683314,2500 LAURETTA AV
03/08/2016 11:08:00 PM,Medium,SW,FAMILY DISTURB,P160683395,2600 W FAIRMOUNT AV
03/08/2016 11:11:00 PM,Medium,SD,FAMILY DISTURB,P160683406,1200 CLEVELAND ST
03/09/2016 12:11:00 AM,Medium,ND,FAMILY DISTURB,P160690028,400 E 31ST ST
03/09/2016 03:47:00 PM,Medium,ED,FAMILY DISTURB,P160692000,1100 ORLEANS ST
03/09/2016 01:03:00 AM,Medium,SD,FAMILY DISTURB,P160690128,800 HERNDON CT
03/09/2016 01:06:00 AM,Medium,ND,FAMILY DISTURB,P160690147,1300 MORLING AV
03/09/2016 01:58:00 AM,Medium,WD,FAMILY DISTURB,P160690205,800 W SARATOGA ST
03/09/2016 02:00:00 AM,Medium,ED,FAMILY DISTURB,P160690211,700 WHARTON CT
03/09/2016 03:05:00 AM,Medium,SW,FAMILY DISTURB,P160690292,2000 GRIFFIS AV
03/09/2016 03:12:00 AM,Medium,SW,FAMILY DISTURB,P160690296,2000 GRIFFIS AV
03/09/2016 03:03:00 AM,Medium,NW,FAMILY DISTURB,P160690287,4800 PALMER AV
03/09/2016 04:17:00 AM,Medium,NE,FAMILY DISTURB,P160690337,4800 HAMILTON AV
03/09/2016 04:46:00 AM,Medium,SD,FAMILY DISTURB,P160690355,400 ANNABEL AV
03/09/2016 05:31:00 AM,Medium,SW,FAMILY DISTURB,P160690390,1400 N DUKELAND ST
03/09/2016 06:38:00 AM,Medium,NE,FAMILY DISTURB,P160690451,3100 RAVENWOOD AV
03/09/2016 07:39:00 AM,Medium,NW,FAMILY DISTURB,P160690539,5500 PEERLESS AV
03/09/2016 07:45:00 AM,Medium,SE,FAMILY DISTURB,P160690547,100 N GLOVER ST
03/09/2016 08:52:00 AM,Medium,WD,FAMILY DISTURB,P160690716,2300 HARLEM AV
03/09/2016 08:38:00 AM,Medium,ND,FAMILY DISTURB,P160690687,6100 CHINQUAPIN PY
03/09/2016 09:13:00 AM,Medium,NW,FAMILY DISTURB,P160690781,3600 W GARRISON AV
03/09/2016 10:11:00 AM,Medium,CD,FAMILY DISTURB,P160690958,900 CHAUNCEY AV
03/09/2016 10:11:00 AM,Medium,CD,FAMILY DISTURB,P160690965,2500 EUTAW PL
03/09/2016 10:41:00 AM,Medium,NE,FAMILY DISTURB,P160691053,2700 CHESLEY AV
03/09/2016 12:55:00 PM,Medium,CD,FAMILY DISTURB,P160691446,0 E PRESTON ST
03/09/2016 12:09:00 PM,Medium,NE,FAMILY DISTURB,P160691321,2600 AISQUITH ST
03/09/2016 01:03:00 PM,Medium,SW,FAMILY DISTURB,P160691473,1100 PINE HEIGHTS AV
03/09/2016 01:52:00 PM,Medium,SD,FAMILY DISTURB,P160691632,900 W LOMBARD ST
03/09/2016 01:47:00 PM,Medium,SW,FAMILY DISTURB,P160691621,2800 RIGGS AV
03/09/2016 02:09:00 PM,Medium,ED,FAMILY DISTURB,P160691684,2000 MCELDERRY ST
03/25/2016 09:39:00 AM,Medium,ED,FAMILY DISTURB,P160850928,800 MC ALEER CT
03/09/2016 03:26:00 PM,Medium,SW,FAMILY DISTURB,P160691912,1600 N HILTON ST
03/09/2016 03:40:00 PM,Medium,NE,FAMILY DISTURB,P160691970,4400 ASBURY AV
03/09/2016 03:41:00 PM,Medium,SW,FAMILY DISTURB,P160691971,1600 N HILTON ST
03/09/2016 05:04:00 PM,Medium,SE,FAMILY DISTURB,P160692283,200 N LUZERNE AV
03/09/2016 04:42:00 PM,Medium,SE,FAMILY DISTURB,P160692193,6500 CLEVELAND AV
03/09/2016 05:00:00 PM,Medium,NE,FAMILY DISTURB,P160692258,1300 GITTINGS AV
03/09/2016 04:59:00 PM,Medium,NE,FAMILY DISTURB,P160692255,3900 DUDLEY AV
03/09/2016 11:44:00 PM,Medium,ED,FAMILY DISTURB,P160693630,1400 N LINWOOD AV
03/09/2016 11:42:00 PM,Medium,SD,FAMILY DISTURB,P160693626,1300 W LOMBARD ST
03/09/2016 05:21:00 PM,Medium,NE,FAMILY DISTURB,P160692378,1300 GITTINGS AV
03/09/2016 05:29:00 PM,Medium,NE,FAMILY DISTURB,P160692408,2800 KENNEDY AV
03/09/2016 05:37:00 PM,Medium,NE,FAMILY DISTURB,P160692430,1300 GITTINGS AV
03/09/2016 05:44:00 PM,Medium,SE,FAMILY DISTURB,P160692455,6600 PARNELL AV
03/09/2016 05:49:00 PM,Medium,ED,FAMILY DISTURB,P160692467,300 E 22ND ST
03/09/2016 05:51:00 PM,Medium,NE,FAMILY DISTURB,P160692475,2600 KENTUCKY AV
03/09/2016 05:42:00 PM,Medium,NE,FAMILY DISTURB,P160692449,2600 KENTUCKY AV
03/09/2016 06:04:00 PM,Medium,NE,FAMILY DISTURB,P160692537,1300 GITTINGS AV
03/09/2016 06:20:00 PM,Medium,NE,FAMILY DISTURB,P160692603,1300 GITTINGS AV
03/09/2016 07:01:00 PM,Medium,NW,FAMILY DISTURB,P160692737,5600 WAYNE AV
03/09/2016 07:09:00 PM,Medium,ND,FAMILY DISTURB,P160692761,500 ROSSITER AV
03/09/2016 08:22:00 PM,Medium,CD,FAMILY DISTURB,P160693008,700 W SARATOGA ST
03/09/2016 09:04:00 PM,Medium,ED,FAMILY DISTURB,P160693142,400 PITMAN PL
03/09/2016 09:07:00 PM,Medium,NW,FAMILY DISTURB,P160693163,2900 W COLD SPRING LN
03/09/2016 09:38:00 PM,Medium,CD,FAMILY DISTURB,P160693271,1700 EUTAW PL
03/09/2016 09:29:00 PM,Medium,SD,FAMILY DISTURB,P160693233,2800 WINWOOD CT
03/09/2016 09:46:00 PM,Medium,NE,FAMILY DISTURB,P160693291,4100 MAPLE SHADE DR
03/09/2016 09:43:00 PM,Medium,SW,FAMILY DISTURB,P160693286,3100 BRIGHTON ST
03/09/2016 09:44:00 PM,Medium,SD,FAMILY DISTURB,P160693285,4100 HYDEN CT
03/09/2016 09:53:00 PM,Medium,ED,FAMILY DISTURB,P160693314,1000 E NORTH AV
03/09/2016 10:10:00 PM,Medium,CD,FAMILY DISTURB,P160693373,2500 LAURETTA AV
03/09/2016 10:09:00 PM,Medium,NW,FAMILY DISTURB,P160693360,3700 EGERTON RD
03/09/2016 10:26:00 PM,Medium,NE,FAMILY DISTURB,P160693405,2800 KIRK AV
03/09/2016 10:30:00 PM,Medium,WD,FAMILY DISTURB,P160693417,1500 N STRICKER ST
03/09/2016 10:26:00 PM,Medium,SD,FAMILY DISTURB,P160693408,900 LEMMON ST
03/09/2016 10:54:00 PM,Medium,NW,FAMILY DISTURB,P160693507,5100 QUEENSBERRY AV
03/09/2016 10:53:00 PM,Medium,SD,FAMILY DISTURB,P160693509,900 LEMMON ST
03/09/2016 11:18:00 PM,Medium,SE,FAMILY DISTURB,P160693565,100 N ROSE ST
03/09/2016 11:09:00 PM,Medium,SD,FAMILY DISTURB,P160693544,2100 W PATAPSCO AV
03/10/2016 09:23:00 AM,Medium,WD,FAMILY DISTURB,P160700785,500 N GILMOR ST
03/09/2016 11:36:00 PM,Medium,ND,FAMILY DISTURB,P160693609,4400 WRENWOOD AV
03/10/2016 12:29:00 AM,Medium,SW,FAMILY DISTURB,P160700063,2000 GRIFFIS AV
03/10/2016 01:08:00 AM,Medium,SE,FAMILY DISTURB,P160700136,500 N BOULDIN ST
03/10/2016 03:39:00 AM,Medium,CD,FAMILY DISTURB,P160700326,1400 PENNSYLVANIA AV
03/10/2016 04:07:00 AM,Medium,NE,FAMILY DISTURB,P160700353,5200 BOWLEYS LN
03/10/2016 01:50:00 AM,Medium,SD,FAMILY DISTURB,P160700203,1300 WASHINGTON BL
03/10/2016 01:54:00 AM,Medium,NE,FAMILY DISTURB,P160700212,4200 NICHOLAS AV
03/10/2016 02:17:00 AM,Medium,NE,FAMILY DISTURB,P160700239,4200 NICHOLAS AV
03/10/2016 03:33:00 AM,Medium,NE,FAMILY DISTURB,P160700323,6000 AMBERWOOD RD
03/10/2016 03:21:00 AM,Medium,SW,FAMILY DISTURB,P160700311,1200 N AUGUSTA AV
03/10/2016 05:22:00 AM,Medium,NE,FAMILY DISTURB,P160700402,4700 HARFORD RD
03/10/2016 05:33:00 AM,Medium,SD,FAMILY DISTURB,P160700406,900 STOLL ST
03/10/2016 05:43:00 AM,Medium,ED,FAMILY DISTURB,P160700413,800 N STREEPER ST
03/10/2016 06:24:00 AM,Medium,SD,FAMILY DISTURB,P160700445,900 STOLL ST
03/10/2016 07:13:00 AM,Medium,ND,FAMILY DISTURB,P160700485,100 W 29TH ST
03/10/2016 06:59:00 AM,Medium,SE,FAMILY DISTURB,P160700474,600 S ANN ST
03/10/2016 07:48:00 AM,Medium,SW,FAMILY DISTURB,P160700554,2000 GRIFFIS AV
03/10/2016 09:00:00 AM,Medium,ND,FAMILY DISTURB,P160700723,100 W 29TH ST
03/10/2016 10:26:00 AM,Medium,SD,FAMILY DISTURB,P160700995,2800 WINWOOD CT
03/10/2016 09:40:00 AM,Medium,SW,FAMILY DISTURB,P160700845,1200 N AUGUSTA AV
03/10/2016 09:47:00 AM,Medium,NE,FAMILY DISTURB,P160700866,1400 CROFTON RD
03/10/2016 09:43:00 AM,Medium,SD,FAMILY DISTURB,P160700849,1400 RAMSAY ST
03/10/2016 10:26:00 AM,Medium,SW,FAMILY DISTURB,P160700987,0 S CALVERTON RD
03/10/2016 10:46:00 AM,Medium,NW,FAMILY DISTURB,P160701041,4000 LIBERTY HEIGHTS AV
03/10/2016 03:04:00 PM,Medium,ED,FAMILY DISTURB,P160701889,2600 GROGAN AV
03/10/2016 11:20:00 AM,Medium,SW,FAMILY DISTURB,P160701161,4500 ROKEBY RD
03/10/2016 11:33:00 AM,Medium,WD,FAMILY DISTURB,P160701200,300 N STRICKER ST
03/10/2016 11:35:00 AM,Medium,ND,FAMILY DISTURB,P160701217,5700 CHINQUAPIN PY
03/10/2016 11:55:00 AM,Medium,SE,FAMILY DISTURB,P160701279,6100 FORTVIEW WY
03/10/2016 12:07:00 PM,Medium,NE,FAMILY DISTURB,P160701327,1400 CROFTON RD
03/10/2016 11:59:00 AM,Medium,SD,FAMILY DISTURB,P160701303,1600 CEREAL ST
03/10/2016 12:14:00 PM,Medium,SE,FAMILY DISTURB,P160701346,500 S ROBINSON ST
03/10/2016 12:39:00 PM,Medium,NW,FAMILY DISTURB,P160701424,3800 W BELVEDERE AV
03/10/2016 12:36:00 PM,Medium,SE,FAMILY DISTURB,P160701413,1700 DUNDALK AV
03/10/2016 12:57:00 PM,Medium,SW,FAMILY DISTURB,P160701485,600 LUCIA AV
03/10/2016 01:23:00 PM,Medium,NE,FAMILY DISTURB,P160701554,3600 DUDLEY AV
03/10/2016 03:52:00 PM,Medium,SE,FAMILY DISTURB,P160702050,0 N LUZERNE AV
03/10/2016 01:35:00 PM,Medium,NE,FAMILY DISTURB,P160701582,1300 WINSTON AV
03/10/2016 03:21:00 PM,Medium,SD,FAMILY DISTURB,P160701941,3800 PASCAL AV
03/10/2016 03:42:00 PM,Medium,NE,FAMILY DISTURB,P160702017,3100 WEAVER AV
03/10/2016 03:44:00 PM,Medium,NW,FAMILY DISTURB,P160702021,5100 BELLE AV
03/10/2016 04:30:00 PM,Medium,NE,FAMILY DISTURB,P160702191,2600 GARRETT AV
03/10/2016 05:00:00 PM,Medium,NE,FAMILY DISTURB,P160702295,3300 LYNDALE AV
03/10/2016 05:27:00 PM,Medium,NE,FAMILY DISTURB,P160702384,5400 SAGRA RD
03/10/2016 06:00:00 PM,Medium,SW,FAMILY DISTURB,P160702521,4200 ELDONE RD
03/10/2016 06:13:00 PM,Medium,WD,FAMILY DISTURB,P160702568,2200 PRESBURY ST
03/10/2016 06:38:00 PM,Medium,SD,FAMILY DISTURB,P160702648,500 E PATAPSCO AV
03/10/2016 06:39:00 PM,Medium,NE,FAMILY DISTURB,P160702652,5000 E EAGER ST
03/10/2016 07:56:00 PM,Medium,SW,FAMILY DISTURB,P160702900,3400 W CATON AV
03/10/2016 07:55:00 PM,Medium,SW,FAMILY DISTURB,P160702895,3400 W CATON AV
03/10/2016 07:57:00 PM,Medium,WD,FAMILY DISTURB,P160702902,300 N POPPLETON ST
03/10/2016 07:45:00 PM,Medium,NE,FAMILY DISTURB,P160702874,3300 LAKE AV
03/10/2016 08:26:00 PM,Medium,SW,FAMILY DISTURB,P160703009,700 WILDWOOD PY
03/10/2016 08:38:00 PM,Medium,SD,FAMILY DISTURB,P160703033,1300 WASHINGTON BL
03/10/2016 09:27:00 PM,Medium,WD,FAMILY DISTURB,P160703161,800 N FULTON AV
03/10/2016 09:34:00 PM,Medium,NW,FAMILY DISTURB,P160703188,3000 W GARRISON AV
03/10/2016 09:38:00 PM,Medium,NW,FAMILY DISTURB,P160703198,5400 NARCISSUS AV
03/10/2016 09:36:00 PM,Medium,WD,FAMILY DISTURB,P160703192,2000 PENROSE AV
03/10/2016 09:52:00 PM,Medium,NE,FAMILY DISTURB,P160703249,2400 WESTFIELD AV
03/10/2016 09:56:00 PM,Medium,WD,FAMILY DISTURB,P160703259,800 N FULTON AV
03/10/2016 10:04:00 PM,Medium,WD,FAMILY DISTURB,P160703279,2000 RIDGEHILL AV
03/10/2016 10:08:00 PM,Medium,CD,FAMILY DISTURB,P160703301,600 E FAYETTE ST
03/10/2016 09:45:00 PM,Medium,NE,FAMILY DISTURB,P160703231,2100 JUBILEE CT
03/10/2016 10:25:00 PM,Medium,NE,FAMILY DISTURB,P160703328,2200 KENTUCKY AV
03/10/2016 10:15:00 PM,Medium,SE,FAMILY DISTURB,P160703303,200 N BOND ST
03/10/2016 11:14:00 PM,Medium,NW,FAMILY DISTURB,P160703463,3600 CLARKS LN
03/10/2016 11:15:00 PM,Medium,SW,FAMILY DISTURB,P160703464,1600 N HILTON ST
03/10/2016 11:47:00 PM,Medium,SE,FAMILY DISTURB,P160703575,200 N MILTON AV
03/10/2016 11:35:00 PM,Medium,SW,FAMILY DISTURB,P160703545,500 S SMALLWOOD ST
03/10/2016 11:51:00 PM,Medium,ND,FAMILY DISTURB,P160703577,2800 EDGECOMBE CI S
03/25/2016 12:26:00 PM,Medium,SW,FAMILY DISTURB,P160851382,400 RANDOM RD
03/11/2016 12:23:00 AM,Medium,CD,FAMILY DISTURB,P160710065,600 PITCHER ST
03/11/2016 12:33:00 AM,Medium,NW,FAMILY DISTURB,P160710093,4600 PARK HEIGHTS AV
03/11/2016 12:56:00 AM,Medium,NW,FAMILY DISTURB,P160710146,3800 DOLFIELD AV
03/11/2016 01:52:00 AM,Medium,WD,FAMILY DISTURB,P160710245,1700 RUXTON AV
03/11/2016 01:20:00 AM,Medium,SD,FAMILY DISTURB,P160710206,1200 SHELLBANKS RD
03/11/2016 04:18:00 AM,Medium,ED,FAMILY DISTURB,P160710441,1600 CLIFTVIEW AV
03/11/2016 07:17:00 AM,Medium,SE,FAMILY DISTURB,P160710604,1100 BLK E LOMBARD ST
03/11/2016 07:02:00 AM,Medium,NW,FAMILY DISTURB,P160710583,5200 WESLEY AV
03/11/2016 07:26:00 AM,Medium,NE,FAMILY DISTURB,P160710634,3000 BELAIR RD
03/11/2016 07:46:00 AM,Medium,SW,FAMILY DISTURB,P160710690,2000 BRADDISH AV
03/11/2016 08:46:00 AM,Medium,CD,FAMILY DISTURB,P160710860,700 EDMONDSON AV
03/11/2016 08:34:00 AM,Medium,SW,FAMILY DISTURB,P160710824,2200 ALLENDALE RD
03/11/2016 08:47:00 AM,Medium,SW,FAMILY DISTURB,P160710864,2200 ALLENDALE RD
03/11/2016 09:05:00 AM,Medium,SW,FAMILY DISTURB,P160710925,1000 WEDGEWOOD RD
03/11/2016 09:03:00 AM,Medium,NE,FAMILY DISTURB,P160710915,2100 JUBILEE CT
03/11/2016 09:28:00 AM,Medium,NE,FAMILY DISTURB,P160710991,6400 EVERALL AV
03/11/2016 09:30:00 AM,Medium,ED,FAMILY DISTURB,P160711000,1700 NORMAL AV
03/11/2016 10:14:00 AM,Medium,WD,FAMILY DISTURB,P160711135,1600 N MONROE ST
03/11/2016 10:44:00 AM,Medium,CD,FAMILY DISTURB,P160711236,1500 MYRTLE AV
03/11/2016 10:45:00 AM,Medium,WD,FAMILY DISTURB,P160711242,2600 PENNSYLVANIA AV
03/11/2016 12:14:00 PM,Medium,WD,FAMILY DISTURB,P160711499,2400 WESTWOOD AV
03/11/2016 12:54:00 PM,Medium,ND,FAMILY DISTURB,P160711628,5900 THE ALAMEDA
03/11/2016 01:08:00 PM,Medium,CD,FAMILY DISTURB,P160711676,1600 W MT ROYAL AV
03/11/2016 01:35:00 PM,Medium,WD,FAMILY DISTURB,P160711743,2600 PENNSYLVANIA AV
03/11/2016 01:58:00 PM,Medium,WD,FAMILY DISTURB,P160711828,2300 OREM AV
03/11/2016 03:10:00 PM,Medium,NW,FAMILY DISTURB,P160712043,3400 ROYCE AV
03/11/2016 02:59:00 PM,Medium,SD,FAMILY DISTURB,P160712011,1100 NANTICOKE ST
03/11/2016 03:40:00 PM,Medium,NE,FAMILY DISTURB,P160712154,3000 PINEWOOD AV
03/11/2016 03:35:00 PM,Medium,SD,FAMILY DISTURB,P160712135,1200 W LOMBARD ST
03/25/2016 01:56:00 PM,Medium,WD,FAMILY DISTURB,P160851611,1800 W NORTH AV
03/11/2016 03:45:00 PM,Medium,SW,FAMILY DISTURB,P160712175,4300 ADELLE TE
03/11/2016 04:00:00 PM,Medium,NE,FAMILY DISTURB,P160712230,3000 PINEWOOD AV
03/11/2016 04:11:00 PM,Medium,NE,FAMILY DISTURB,P160712273,3200 HAMILTON AV
03/11/2016 04:34:00 PM,Medium,NW,FAMILY DISTURB,P160712355,5800 ETHELBERT AV
03/11/2016 04:29:00 PM,Medium,NE,FAMILY DISTURB,P160712343,5100 PLAINFIELD AV
03/11/2016 04:26:00 PM,Medium,NE,FAMILY DISTURB,P160712331,1800 E BELVEDERE AV
03/11/2016 04:15:00 PM,Medium,ED,FAMILY DISTURB,P160712305,1800 E FEDERAL ST
03/11/2016 05:05:00 PM,Medium,NE,FAMILY DISTURB,P160712445,1100 E BELVEDERE AV
03/11/2016 05:28:00 PM,Medium,ED,FAMILY DISTURB,P160712547,2400 E HOFFMAN ST
03/11/2016 05:23:00 PM,Medium,ND,FAMILY DISTURB,P160712517,1100 E BELVEDERE AV
03/11/2016 05:51:00 PM,Medium,ND,FAMILY DISTURB,P160712628,1100 E BELVEDERE AV
03/11/2016 05:48:00 PM,Medium,SD,FAMILY DISTURB,P160712623,300 S MONROE ST
03/11/2016 06:09:00 PM,Medium,NE,FAMILY DISTURB,P160712693,5900 RADECKE AV
03/25/2016 02:35:00 PM,Medium,WD,FAMILY DISTURB,P160851706,1800 MOSHER ST
03/11/2016 06:25:00 PM,Medium,NE,FAMILY DISTURB,P160712747,5900 RADECKE AV
03/11/2016 07:25:00 PM,Medium,SW,FAMILY DISTURB,P160712953,2600 WILKENS AV
03/11/2016 07:36:00 PM,Medium,SE,FAMILY DISTURB,P160712988,3300 MCELDERRY ST
03/11/2016 07:40:00 PM,Medium,SW,FAMILY DISTURB,P160713004,700 POPLAR GROVE ST
03/11/2016 07:45:00 PM,Medium,SE,FAMILY DISTURB,P160713021,300 ELRINO ST
03/11/2016 08:01:00 PM,Medium,NE,FAMILY DISTURB,P160713077,4400 FINDLAY RD
03/11/2016 08:34:00 PM,Medium,NE,FAMILY DISTURB,P160713181,4400 FINDLAY RD
03/11/2016 08:32:00 PM,Medium,NW,FAMILY DISTURB,P160713175,3500 FAIRVIEW AV
03/11/2016 08:58:00 PM,Medium,NE,FAMILY DISTURB,P160713246,1500 CARSWELL ST
